Word_ID	Form	Cognate_set_ID	Segments	Alignment	Doubt	Cognate_detection_method	Cognate_source	Alignment_method	Alignment_source
6304	noʔ²¹	36	n o ʔ ²¹	n o ʔ ²¹		expert	Hill2017	LingPy:SCA	
2209	phɔʔ³¹tʂhɯk⁵⁵	113	pʰ ɔ ʔ ³¹ + ʈʂʰ ɯ k ⁵⁵	pʰ ɔ ʔ ³¹ + ʈʂʰ ɯ k ⁵⁵		expert	Hill2017	LingPy:SCA	
6307	noʔ²¹	431	n o ʔ ²¹	n o ʔ ²¹		expert	Hill2017	LingPy:SCA	
6308	tam⁵⁵	719	t a m ⁵⁵	t a m ⁵⁵		expert	Hill2017	LingPy:SCA	
6314	a³¹kuŋ³¹	209	a ³¹ + k u ŋ ³¹	a ³¹ + k u ŋ ³¹		expert	Hill2017	LingPy:SCA	
6315	a³¹kjo³³	427	a ³¹ + k j o ³³	a ³¹ + k j o ³³		expert	Hill2017	LingPy:SCA	
6316	ȵɔʔ³¹sɔʔ⁵⁵	419	nʲ ɔ ʔ ³¹ + s ɔ ʔ ⁵⁵	nʲ ɔ ʔ ³¹ + s ɔ ʔ ⁵⁵		expert	Hill2017	LingPy:SCA	
6317	nɛʔ³¹sum³¹	264	n ɛ ʔ ³¹ + s u m ³¹	n ɛ ʔ ³¹ + s u m ³¹		expert	Hill2017	LingPy:SCA	
6318	lɔʔ³¹jo³¹	558	l ɔ ʔ ³¹ + j o ³¹	l ɔ ʔ ³¹ + j o ³¹		expert	Hill2017	LingPy:SCA	
3101	ʃe⁵¹	128	ʃ e ⁵¹	ʃ e ⁵¹		expert	Hill2017	LingPy:SCA	
6320	mji³⁵ɣɛ³⁵ʦɔ³⁵	132	m j i ³⁵ + ɣ ɛ ³⁵ + ts ɔ ³⁵	m j i ³⁵ + ɣ ɛ ³⁵ + ts ɔ ³⁵		expert	Hill2017	LingPy:SCA	
6322	a³³kʰou³³	72	a ³³ + kʰ o u ³³	a ³³ + kʰ o u - ³³		expert	Hill2017	LingPy:SCA	
6323	ŋɛ̱̃⁵⁵	41	ŋ ɛ̰̃ ∼ ⁵⁵	ŋ ɛ̰̃ ∼ ⁵⁵		expert	Hill2017	LingPy:SCA	
6324	tʰoʔ⁵⁵mai²¹	82	tʰ o ʔ ⁵⁵ + m a i ²¹	tʰ o ʔ ⁵⁵ + m a i ²¹		expert	Hill2017	LingPy:SCA	
6325	ʦi⁵⁵ʈʂuak⁵⁵	102	ts i ⁵⁵ + ʈʂ u a k ⁵⁵	ts i ⁵⁵ + ʈʂ u a k ⁵⁵		expert	Hill2017	LingPy:SCA	
6326	o̱⁵¹mai²¹	554	o̰ ⁵¹ + m a i ²¹	o̰ - - ⁵¹ + m a i ²¹		expert	Hill2017	LingPy:SCA	
6327	sɔ³¹	203	s ɔ ³¹	s ɔ ³¹		expert	Hill2017	LingPy:SCA	
2232	noŋ⁵⁵	414	n o ŋ ⁵⁵	n o ŋ ⁵⁵		expert	Hill2017	LingPy:SCA	
6516	a³¹ŋji³⁵nɛʔ³¹	15	a ³¹ + ŋ j i ³⁵ + n ɛ ʔ ³¹	a ³¹ + ŋ j i - ³⁵ + n ɛ ʔ ³¹		expert	Hill2017	LingPy:SCA	
2234	nɔ̱ŋ⁵⁵	414	n ɔ̰ ŋ ⁵⁵	n ɔ̰ ŋ ⁵⁵		expert	Hill2017	LingPy:SCA	
3103	ʃɛ̱³³	128	ʃ ɛ̰ ³³	ʃ ɛ̰ ³³		expert	Hill2017	LingPy:SCA	
6332	ʐɯt⁵⁵mɔ³¹	537	ʐ ɯ t ⁵⁵ + m ɔ ³¹	ʐ ɯ t ⁵⁵ + m ɔ - - ³¹		expert	Hill2017	LingPy:SCA	
6333	kʰə̆⁵⁵ŋjei⁵⁵	352	kʰ ə̆ ⁵⁵ + ŋ j e i ⁵⁵	kʰ ə̆ - ⁵⁵ + ŋ j e i ⁵⁵		expert	Hill2017	LingPy:SCA	
2393	ʑaŋ⁵⁵	288	ʑ a ŋ ⁵⁵	ʑ a ŋ ⁵⁵		expert	Hill2017	LingPy:SCA	
6335	ʂan³¹uʔ³¹	669	ʂ a n ³¹ + u ʔ ³¹	ʂ a n ³¹ + u - ʔ ³¹		expert	Hill2017	LingPy:SCA	
6336	a²¹sak²¹ti̱ʔ⁵⁵	364	a ²¹ + s a k ²¹ + t ḭ ʔ ⁵⁵	a ²¹ + s a k ²¹ + t ḭ ʔ ⁵⁵		expert	Hill2017	LingPy:SCA	
6337	nap³¹jɔ³¹ŋjei⁵⁵	421	n a p ³¹ + j ɔ ³¹ + ŋ j e i ⁵⁵	n a p ³¹ + j ɔ ³¹ + ŋ j e i ⁵⁵		expert	Hill2017	LingPy:SCA	
6338	pʰɔp⁵⁵	704	pʰ ɔ p ⁵⁵	pʰ ɔ p ⁵⁵		expert	Hill2017	LingPy:SCA	
2197	tɕhi⁵⁵ȵɔʔ⁵⁵	410	tɕʰ i ⁵⁵ + nʲ ɔ ʔ ⁵⁵	tɕʰ - i - ⁵⁵ + nʲ ɔ ʔ ⁵⁵		expert	Hill2017	LingPy:SCA	
6340	l̥i³¹	573	l̥ i ³¹	l̥ i - ³¹		expert	Hill2017	LingPy:SCA	
6341	nu̱t⁵⁵ku̱ʔ⁵⁵	679	n ṵ t ⁵⁵ + k ṵ ʔ ⁵⁵	n ṵ - t ⁵⁵ + k ṵ ʔ - ⁵⁵		expert	Hill2017	LingPy:SCA	
6342	ŋjei⁵⁵kuŋ³¹	38	ŋ j e i ⁵⁵ + k u ŋ ³¹	ŋ j e i ⁵⁵ + k u - ŋ ³¹		expert	Hill2017	LingPy:SCA	
6343	a³¹ŋjei⁵⁵nap³¹	15	a ³¹ + ŋ j e i ⁵⁵ + n a p ³¹	a ³¹ + ŋ j e i ⁵⁵ + n a p ³¹		expert	Hill2017	LingPy:SCA	
6344	koʔ²¹san⁵¹	665	k o ʔ ²¹ + s a n ⁵¹	k o ʔ ²¹ + s a n ⁵¹		expert	Hill2017	LingPy:SCA	
6345	kă²¹tʃo̱k⁵⁵kʰoŋ²¹	571	k ă ²¹ + tʃ o̰ k ⁵⁵ + kʰ o ŋ ²¹	k ă ²¹ + tʃ o̰ k ⁵⁵ + kʰ o ŋ ²¹		expert	Hill2017	LingPy:SCA	
6346	tʰɔ̃³⁵	133	tʰ ɔ̃ ∼ ³⁵	tʰ ɔ̃ - ∼ ³⁵		expert	Hill2017	LingPy:SCA	
2423	siŋ²¹	66	s i ŋ ²¹	s i ŋ ²¹		expert	Hill2017	LingPy:SCA	
6348	ŋɔ³¹	563	ŋ ɔ ³¹	ŋ ɔ ³¹		expert	Hill2017	LingPy:SCA	
6350	ta̱ŋ²¹pau⁵⁵	175	t a̰ ŋ ²¹ + p a u ⁵⁵	t a̰ ŋ ²¹ + p a u - ⁵⁵		expert	Hill2017	LingPy:SCA	
6351	tʃhat⁵⁵pɛ̱ʔ⁵⁵	576	tʃʰ a t ⁵⁵ + p ɛ̰ ʔ ⁵⁵	tʃʰ a t ⁵⁵ + p ɛ̰ ʔ ⁵⁵		expert	Hill2017	LingPy:SCA	
6352	tʃhat⁵⁵pɛ̱ʔ⁵⁵	617	tʃʰ a t ⁵⁵ + p ɛ̰ ʔ ⁵⁵	tʃʰ a t ⁵⁵ + p ɛ̰ ʔ ⁵⁵		expert	Hill2017	LingPy:SCA	
6353	tui⁵¹e⁵⁵	210	t u i ⁵¹ e ⁵⁵	t u i ⁵¹ e ⁵⁵		expert	Hill2017	LingPy:SCA	
2258	jiː³¹	196	j iː ³¹	j iː - ³¹		expert	Hill2017	LingPy:SCA	
2261	ɣə³¹	196	ɣ ə ³¹	ɣ ə - ³¹		expert	Hill2017	LingPy:SCA	
6361	ȵɑ²²	217	nʲ ɑ ²²	nʲ ɑ ²²		expert	Hill2017	LingPy:SCA	
6362	ŋje⁵⁵	51	ŋ j e ⁵⁵	ŋ j e ⁵⁵		expert	Hill2017	LingPy:SCA	
6363	ʃŏ²¹ku̱ʔ⁵⁵	204	ʃ ŏ ²¹ + k ṵ ʔ ⁵⁵	ʃ ŏ ²¹ + k ṵ - ʔ ⁵⁵		expert	Hill2017	LingPy:SCA	
2268	a²¹xaʔ⁵⁵	590	a ²¹ + x a ʔ ⁵⁵	a ²¹ + x - a ʔ ⁵⁵		expert	Hill2017	LingPy:SCA	
2269	sak⁵⁵faʔ⁵⁵	710	s a k ⁵⁵ + f a ʔ ⁵⁵	s a k ⁵⁵ + f a ʔ ⁵⁵		expert	Hill2017	LingPy:SCA	
6367	na̱t⁵⁵ka̱uk⁵⁵	679	n a̰ t ⁵⁵ + k a̰ u k ⁵⁵	n a̰ - t ⁵⁵ + k a̰ u k ⁵⁵		expert	Hill2017	LingPy:SCA	
2272	a³¹fu̱ʔ⁵⁵	202	a ³¹ + f ṵ ʔ ⁵⁵	a ³¹ + f ṵ ʔ ⁵⁵		expert	Hill2017	LingPy:SCA	
2273	phɔʔ⁵⁵	52	pʰ ɔ ʔ ⁵⁵	pʰ ɔ ʔ ⁵⁵		expert	Hill2017	LingPy:SCA	
6371	lɔ³⁵	280	l ɔ ³⁵	- l ɔ ³⁵		expert	Hill2017	LingPy:SCA	
6372	kʰwɑ²²	25	kʰ w ɑ ²²	kʰ w ɑ ²²		expert	Hill2017	LingPy:SCA	
6375	mɑ²²	338	m ɑ ²²	m ɑ ²²		expert	Hill2017	LingPy:SCA	
6376	ʦu̱t⁵⁵	142	ts ṵ t ⁵⁵	ts ṵ t ⁵⁵		expert	Hill2017	LingPy:SCA	
6377	ŋau⁵⁵	547	ŋ a u ⁵⁵	ŋ a u - ⁵⁵		expert	Hill2017	LingPy:SCA	
6379	sheʔ⁴	555	sʰ e ʔ ⁴	sʰ e ʔ ⁴		expert	Hill2017	LingPy:SCA	
6380	və̆⁵⁵sɛ³¹	474	v ə̆ ⁵⁵ + s ɛ ³¹	v ə̆ ⁵⁵ + s ɛ ³¹		expert	Hill2017	LingPy:SCA	
6381	a³¹kʰau⁵⁵	72	a ³¹ + kʰ a u ⁵⁵	a ³¹ + kʰ a u - ⁵⁵		expert	Hill2017	LingPy:SCA	
6382	mjaŋ³¹◦kʰa³⁵	235	m j a ŋ ³¹ + kʰ a ³⁵	m j a ŋ ³¹ + kʰ - a - ³⁵		expert	Hill2017	LingPy:SCA	
5668	ɑ⁵³jo⁵⁵	180	ɑ ⁵³ + j o ⁵⁵	ɑ ⁵³ + j o - ⁵⁵		expert	Hill2017	LingPy:SCA	
6386	a³¹koŋ⁵⁵	209	a ³¹ + k o ŋ ⁵⁵	a ³¹ + k o ŋ ⁵⁵		expert	Hill2017	LingPy:SCA	
6387	lɔʔ⁵⁵jɔ⁵⁵	558	l ɔ ʔ ⁵⁵ + j ɔ ⁵⁵	l ɔ ʔ ⁵⁵ + j ɔ ⁵⁵		expert	Hill2017	LingPy:SCA	
6388	ɲɔʔ⁵⁵sai³⁵	290	ɲ ɔ ʔ ⁵⁵ + s a i ³⁵	ɲ ɔ ʔ ⁵⁵ + s a i - ³⁵		expert	Hill2017	LingPy:SCA	
6389	kʰjei³³səŋ⁵⁵	508	kʰ j e i ³³ + s ə ŋ ⁵⁵	kʰ j e i ³³ + s ə ŋ ⁵⁵		expert	Hill2017	LingPy:SCA	
6390	a³¹noʔ⁵⁵	294	a ³¹ + n o ʔ ⁵⁵	a ³¹ + n o ʔ ⁵⁵		expert	Hill2017	LingPy:SCA	
6391	a³¹xau⁵⁵	72	a ³¹ + x a u ⁵⁵	a ³¹ + x a u - ⁵⁵		expert	Hill2017	LingPy:SCA	
6392	lik²¹vo⁵¹	245	l i k ²¹ + v o ⁵¹	l i k ²¹ + v o ⁵¹		expert	Hill2017	LingPy:SCA	
6394	lɔʔ³¹tʃhɛʔ⁵⁵	317	l ɔ ʔ ³¹ + tʃʰ ɛ ʔ ⁵⁵	l ɔ ʔ ³¹ + tʃʰ ɛ ʔ ⁵⁵		expert	Hill2017	LingPy:SCA	
2299	lɔʔ³¹nam³¹pa³¹	81	l ɔ ʔ ³¹ + n a m ³¹ + p a ³¹	l ɔ ʔ ³¹ + n a m ³¹ + p a - ³¹		expert	Hill2017	LingPy:SCA	
6396	vɔ³⁵	525	v ɔ ³⁵	v ɔ ³⁵		expert	Hill2017	LingPy:SCA	
2301	loʔ³¹pa̱i²¹	184	l o ʔ ²¹ + p a̰ i ²¹	l o ʔ ²¹ + p a̰ i ²¹		expert	Hill2017	LingPy:SCA	
2303	laʔ³¹ka̱uŋ³⁵	612	l a ʔ ³¹ + k a̰ u ŋ ³⁵	l a ʔ ³¹ + k a̰ u ŋ ³⁵		expert	Hill2017	LingPy:SCA	
6400	nĕ²¹se²¹	63	n ĕ ²¹ + s e ²¹	n ĕ ²¹ + s e ²¹		expert	Hill2017	LingPy:SCA	
6401	ʃiŋ³⁵a̱u⁵⁵	669	ʃ i ŋ ³⁵ + a̰ u ⁵⁵	ʃ i ŋ ³⁵ + a̰ u - ⁵⁵		expert	Hill2017	LingPy:SCA	
6402	lɔ̆³¹mɔ³¹mut³⁵	448	l ɔ̆ ³¹ + m ɔ ³¹ + m u t ³⁵	- l ɔ̆ ³¹ + m ɔ ³¹ + m u t ³⁵		expert	Hill2017	LingPy:SCA	
2307	lɔʔ³¹pe̱i⁵⁵	184	l ɔ ʔ ³¹ + p ḛ i ⁵⁵	l ɔ ʔ ³¹ + p ḛ i ⁵⁵		expert	Hill2017	LingPy:SCA	
2308	lɔʔ³¹ka̱uŋ³⁵	612	l ɔ ʔ ³¹ + k a̰ u ŋ ³⁵	l ɔ ʔ ³¹ + k a̰ u ŋ ³⁵		expert	Hill2017	LingPy:SCA	
6405	kʰjuk⁵⁵saŋ³⁵	508	kʰ j u k ⁵⁵ + s a ŋ ³⁵	kʰ j u k ⁵⁵ + s a ŋ ³⁵		expert	Hill2017	LingPy:SCA	
2310	lɔʔ⁵⁵xa⁵⁵	424	l ɔ ʔ ⁵⁵ + x a ⁵⁵	l ɔ ʔ ⁵⁵ + x a ⁵⁵		expert	Hill2017	LingPy:SCA	
6407	ʨwɛʔ⁴	7	tɕ w ɛ ʔ ⁴	tɕ - w ɛ ʔ ⁴		expert	Hill2017	LingPy:SCA	
6408	wũ²²pu⁵³lwe²²	277	w ũ ∼ ²² + p u ⁵³ + l w e ²²	w ũ - ²² + p u ⁵³ + l w e ²²		expert	Hill2017	LingPy:SCA	
6409	mje²²kʰwe⁵⁵	420	m j e ²² + kʰ w e ⁵⁵	m j e - ²² + kʰ w e - ⁵⁵		expert	Hill2017	LingPy:SCA	
6410	nap⁵⁵mɔ⁵¹	301	n a p ⁵⁵ + m ɔ ⁵¹	n a p ⁵⁵ + m ɔ ⁵¹		expert	Hill2017	LingPy:SCA	
6411	cɔ⁵⁵cɔ³¹jɔʔ³⁵	325	c ɔ ⁵⁵ + c ɔ ³¹ + j ɔ ʔ ³⁵	c ɔ ⁵⁵ + c ɔ ³¹ + j ɔ ʔ ³⁵		expert	Hill2017	LingPy:SCA	
6412	i²¹tʃum²¹kʰo²¹	208	i ²¹ + tʃ u m ²¹ + kʰ o ²¹	i ²¹ + tʃ u m ²¹ + kʰ o ²¹		expert	Hill2017	LingPy:SCA	
6413	sɑ²²	439	s ɑ ²²	s ɑ ²²		expert	Hill2017	LingPy:SCA	
6414	ɑ⁵³tʰɛʔ	575	ɑ ⁵³ + tʰ ɛ ʔ	ɑ ⁵³ + tʰ ɛ ʔ -		expert	Hill2017	LingPy:SCA	
6415	mji²¹ve²¹ʦo²¹	132	m j i ²¹ + v e ²¹ + ts o ²¹	m j i ²¹ + v e ²¹ + ts o ²¹		expert	Hill2017	LingPy:SCA	
6416	ɬe⁵⁵	573	ɬ e ⁵⁵	ɬ e - ⁵⁵		expert	Hill2017	LingPy:SCA	
6417	tθɑ̃⁵⁵u⁵³	669	tθ ɑ̃ ∼ ⁵⁵ + u ⁵³	tθ ɑ̃ ∼ ⁵⁵ + u - - ⁵³		expert	Hill2017	LingPy:SCA	
6418	ŋuk³¹	547	ŋ u k ³¹	ŋ u - k ³¹		expert	Hill2017	LingPy:SCA	
6419	pĩ⁵³ku²²	192	p ĩ ∼ ⁵³ + k u ²²	p ĩ ⁵³ + k u ²²		expert	Hill2017	LingPy:SCA	
6420	ʨʰi⁵⁵	89	tɕʰ i ⁵⁵	tɕʰ - i - ⁵⁵		expert	Hill2017	LingPy:SCA	
6421	ti²²	260	t i ²²	t i ²²		expert	Hill2017	LingPy:SCA	
6424	ȵ̥on⁵⁵pen³¹	370	n̥ʲ o n ⁵⁵ + p e n ³¹	n̥ʲ o n ⁵⁵ + p e n ³¹		expert	Hill2017	LingPy:SCA	
2436	a³¹ʂɯŋ³¹	560	a ³¹ + ʂ ɯ ŋ ³¹	a ³¹ + ʂ ɯ ŋ ³¹		expert	Hill2017	LingPy:SCA	
6427	a³¹kauŋ³¹	209	a ³¹ + k a u ŋ ³¹	a ³¹ + k a u ŋ ³¹		expert	Hill2017	LingPy:SCA	
6428	tʰuaŋ³¹	133	tʰ u a ŋ ³¹	tʰ u a ŋ ³¹		expert	Hill2017	LingPy:SCA	
6429	kʰji⁵¹	89	kʰ j i ⁵¹	kʰ j i - ⁵¹		expert	Hill2017	LingPy:SCA	
6430	naʔ³¹	36	n a ʔ ³¹	n a ʔ ³¹		expert	Hill2017	LingPy:SCA	
6431	n³¹m̥an³⁵	629	n ³¹ + m̥ a n ³⁵	n ³¹ + m̥ a n ³⁵		expert	Hill2017	LingPy:SCA	
6432	ŋo³¹	563	ŋ o ³¹	ŋ o ³¹		expert	Hill2017	LingPy:SCA	
6433	kʰji⁵¹siŋ²¹	508	kʰ j i ⁵¹ + s i ŋ ²¹	kʰ j i - ⁵¹ + s i ŋ ²¹		expert	Hill2017	LingPy:SCA	
6436	lɔʔ³¹sa̱n³³	649	l ɔ ʔ ³¹ + s a̰ n ³³	l ɔ ʔ ³¹ + s a̰ n ³³		expert	Hill2017	LingPy:SCA	
6437	ŋjaŋ³³	182	ŋ j a ŋ ³³	ŋ j a ŋ ³³		expert	Hill2017	LingPy:SCA	
6438	laʔ³¹ja⁵⁵	558	l a ʔ ³¹ + j a ⁵⁵	l a ʔ ³¹ + j a ⁵⁵		expert	Hill2017	LingPy:SCA	
6439	xəi³⁵	49	x ə i ³⁵	x ə i - ³⁵		expert	Hill2017	LingPy:SCA	
2345	jaʔ³¹	37	j a ʔ ³¹	j a ʔ ³¹		expert	Hill2017	LingPy:SCA	
6442	sau²¹mji̱⁵⁵	335	s a u ²¹ + m j ḭ ⁵⁵	s a u ²¹ + m j ḭ ⁵⁵		expert	Hill2017	LingPy:SCA	
6443	pai²¹nam⁵⁵	553	p a i ²¹ + n a m ⁵⁵	p a i ²¹ + n a m ⁵⁵		expert	Hill2017	LingPy:SCA	
6444	lɔʔ³¹tʃnap⁵⁵	317	l ɔ ʔ ³¹ + tʃʰ a p ⁵⁵	l ɔ ʔ ³¹ + tʃʰ a p ⁵⁵		expert	Hill2017	LingPy:SCA	
6445	ʥõ²²	381	dʑ õ ∼ ²²	dʑ õ ²²		expert	Hill2017	LingPy:SCA	
6446	bɑ²²li²²	289	b ɑ ²² + l i ²²	b ɑ ²² + l i ²²		expert	Hill2017	LingPy:SCA	
2352	jɔʔ³¹	37	j ɔ ʔ ³¹	j ɔ ʔ ³¹		expert	Hill2017	LingPy:SCA	
6450	a³¹tʰaʔ⁵⁵	575	a ³¹ + tʰ a ʔ ⁵⁵	a ³¹ + tʰ a ʔ ⁵⁵		expert	Hill2017	LingPy:SCA	
6451	a³¹a⁵⁵	536	a ³¹ + a ⁵⁵	a ³¹ + a ⁵⁵		expert	Hill2017	LingPy:SCA	
2357	ŋ̊a⁵⁵	495	ŋ̊ a ⁵⁵	ŋ̊ a - ⁵⁵		expert	Hill2017	LingPy:SCA	
2358	leʔ²¹	239	l e ʔ ²¹	l e ʔ ²¹		expert	Hill2017	LingPy:SCA	
2359	laŋ³⁵	239	l a ŋ ³⁵	l a ŋ ³⁵		expert	Hill2017	LingPy:SCA	
2360	ləːŋ³¹	239	l əː ŋ ³¹	l əː ŋ ³¹		expert	Hill2017	LingPy:SCA	
2361	laŋ³⁵	239	l a ŋ ³⁵	l a ŋ ³⁵		expert	Hill2017	LingPy:SCA	
2362	ɲɛŋ⁵⁵	700	ɲ ɛ ŋ ⁵⁵	ɲ ɛ ŋ ⁵⁵		expert	Hill2017	LingPy:SCA	
6459	nɛʔ³¹kɔ̃⁵⁵	572	n ɛ ʔ ³¹ + k ɔ̃ ∼ ⁵⁵	n ɛ ʔ ³¹ + k ɔ̃ ∼ ⁵⁵		expert	Hill2017	LingPy:SCA	
6460	ŋji³⁵kauŋ³¹tu̱⁵⁵	111	ŋ j i ³⁵ + k a u ŋ ³¹ + t ṵ ⁵⁵	ŋ j i - ³⁵ + k a u ŋ ³¹ + t ṵ ⁵⁵		expert	Hill2017	LingPy:SCA	
6461	ŋĕ²¹noʔ²¹	580	ŋ ĕ ²¹ + n o ʔ ²¹	ŋ ĕ ²¹ + n o ʔ ²¹		expert	Hill2017	LingPy:SCA	
6463	vam⁵¹kʰui²¹mo⁵⁵	609	v a m ⁵¹ + kʰ u i ²¹ + m o ⁵⁵	v a m ⁵¹ + kʰ u i - ²¹ + m o ⁵⁵		expert	Hill2017	LingPy:SCA	
6464	ləːŋ⁵⁵	535	l əː ŋ ⁵⁵	l əː ŋ ⁵⁵		expert	Hill2017	LingPy:SCA	
6465	wɑ⁵⁵	525	w ɑ ⁵⁵	w ɑ ⁵⁵		expert	Hill2017	LingPy:SCA	
6466	mam³¹	498	m a m ³¹	m a m ³¹		expert	Hill2017	LingPy:SCA	
6467	pji̱ː³³	676	p j ḭː ³³	p j ḭː ³³		expert	Hill2017	LingPy:SCA	
6468	tʃo⁵¹kʰjaŋ⁵⁵	95	tʃ o ⁵¹ + kʰ j a ŋ ⁵⁵	tʃ o ⁵¹ + kʰ j a ŋ ⁵⁵		expert	Hill2017	LingPy:SCA	
6469	a²¹kʰau⁵¹	72	a ²¹ + kʰ a u ⁵¹	a ²¹ + kʰ a u - ⁵¹		expert	Hill2017	LingPy:SCA	
6470	ʐit⁵⁵mɔʔ³¹	537	ʐ i t ⁵⁵ + m ɔ ʔ ³¹	ʐ i t ⁵⁵ + m ɔ ʔ - ³¹		expert	Hill2017	LingPy:SCA	
6472	kʰjei³³	89	kʰ j e i ³³	kʰ j e i ³³		expert	Hill2017	LingPy:SCA	
2444	səŋ⁵⁵	478	s ə ŋ ⁵⁵	s ə ŋ ⁵⁵		expert	Hill2017	LingPy:SCA	
6474	nɔːʔ⁵⁵	431	n ɔː ʔ ⁵⁵	n ɔː ʔ ⁵⁵		expert	Hill2017	LingPy:SCA	
6475	nɛː⁵⁵	574	n ɛː ⁵⁵	n ɛː ⁵⁵		expert	Hill2017	LingPy:SCA	
6476	n̥a³¹ʐɔ⁵⁵	451	n̥ a ³¹ + ʐ ɔ ⁵⁵	n̥ a ³¹ + ʐ ɔ ⁵⁵		expert	Hill2017	LingPy:SCA	
6478	kʰĕ⁵⁵la̱i²¹	296	kʰ ĕ ⁵⁵ + l a̰ i ²¹	kʰ ĕ - ⁵⁵ + l a̰ i ²¹		expert	Hill2017	LingPy:SCA	
6479	ʃin²¹u⁵⁵	669	ʃ i n ²¹ + u ⁵⁵	ʃ i n ²¹ + u - - ⁵⁵		expert	Hill2017	LingPy:SCA	
6481	mou³³kɔm³³	678	m o u ³³ + k ɔ m ³³	m o u - ³³ + k ɔ m ³³		expert	Hill2017	LingPy:SCA	
6482	kja̱ŋ⁵¹	556	k j a̰ ŋ ⁵¹	k j a̰ ŋ ⁵¹		expert	Hill2017	LingPy:SCA	
6483	kju̱ːŋ³³	488	k j ṵː ŋ ³³	k j ṵː ŋ ³³		expert	Hill2017	LingPy:SCA	
6484	lă²¹kaŋ²¹	40	l ă ²¹ + k a ŋ ²¹	l ă - ²¹ + k a ŋ ²¹		expert	Hill2017	LingPy:SCA	
6485	lək³¹	43	l ə k ³¹	l ə k ³¹		expert	Hill2017	LingPy:SCA	
6486	ŋa̱n³³pʰiu³³	693	ŋ a̰ n ³³ + pʰ i u ³³	ŋ a̰ n ³³ + pʰ i u ³³		expert	Hill2017	LingPy:SCA	
6487	ŋa̱n³³tʃu⁵⁵	115	ŋ a̰ n ³³ + tʃ u ⁵⁵	ŋ a̰ n ³³ + tʃ u ⁵⁵		expert	Hill2017	LingPy:SCA	
6489	ŋɔ⁵⁵	563	ŋ ɔ ⁵⁵	ŋ ɔ ⁵⁵		expert	Hill2017	LingPy:SCA	
2394	som²¹	545	s o m ²¹	s o m ²¹		expert	Hill2017	LingPy:SCA	
2395	sø̃³⁵	545	s ø̃ ∼ ³⁵	s ø̃ ∼ ³⁵		expert	Hill2017	LingPy:SCA	
2396	suːm⁵⁵	545	s uː m ⁵⁵	s uː m ⁵⁵		expert	Hill2017	LingPy:SCA	
2397	sum³⁵	545	s u m ³⁵	s u m ³⁵		expert	Hill2017	LingPy:SCA	
2398	jaŋ⁵⁵	288	j a ŋ ⁵⁵	j a ŋ ⁵⁵		expert	Hill2017	LingPy:SCA	
6495	xoʔ⁵⁵	138	x o ʔ ⁵⁵	x o ʔ ⁵⁵		expert	Hill2017	LingPy:SCA	
6496	ŋo²²	547	ŋ o ²²	ŋ o - - ²²		expert	Hill2017	LingPy:SCA	
6498	ne⁵³lɛ²²◦(pɑ̃i⁵⁵)	543	n e ⁵³ + l ɛ ²² + p ɑ̃ i ∼ ⁵⁵	n - e - ⁵³ + l ɛ - ²² + p ɑ̃ i ∼ ⁵⁵		expert	Hill2017	LingPy:SCA	
6499	kʰɔː⁵⁵	103	kʰ ɔː ⁵⁵	kʰ ɔː ⁵⁵		expert	Hill2017	LingPy:SCA	
6501	tʰĩ⁵⁵	133	tʰ ĩ ∼ ⁵⁵	tʰ ĩ - - ⁵⁵		expert	Hill2017	LingPy:SCA	
6502	tə³¹ʦə⁵⁵	16	t ə ³¹ + ts ə ⁵⁵	t ə ³¹ + ts ə ⁵⁵		expert	Hill2017	LingPy:SCA	
6503	ʃə̱k⁵⁵	49	ʃ ə̰ k ⁵⁵	ʃ ə̰ - k ⁵⁵		expert	Hill2017	LingPy:SCA	
6504	va³¹	525	v a ³¹	v a ³¹		expert	Hill2017	LingPy:SCA	
6505	və̆⁵⁵sɛ³⁵	474	v ə̆ ⁵⁵ + s ɛ ³⁵	v ə̆ ⁵⁵ + s ɛ ³⁵		expert	Hill2017	LingPy:SCA	
6506	xɔʔ⁵⁵	138	x ɔ ʔ ⁵⁵	x ɔ ʔ ⁵⁵		expert	Hill2017	LingPy:SCA	
6507	mə⁵⁵ja²¹ŋjaŋ²¹	680	m ə ⁵⁵ + j a ²¹ + ŋ j a ŋ ²¹	m ə ⁵⁵ + j a ²¹ + ŋ j a ŋ ²¹		expert	Hill2017	LingPy:SCA	
6508	sɔ³¹	203	s ɔ ³¹	s ɔ ³¹		expert	Hill2017	LingPy:SCA	
6510	a³¹kuŋ⁵⁵	209	a ³¹ + k u ŋ ⁵⁵	a ³¹ + k u ŋ ⁵⁵		expert	Hill2017	LingPy:SCA	
6511	xaʔ⁵⁵	138	x a ʔ ⁵⁵	x a ʔ ⁵⁵		expert	Hill2017	LingPy:SCA	
6512	lɔʔ³¹ʑɔ⁵⁵pa³¹	608	l ɔ ʔ ³¹ + ʑ ɔ ⁵⁵ + p a ³¹	l ɔ ʔ ³¹ + ʑ ɔ ⁵⁵ + p a ³¹		expert	Hill2017	LingPy:SCA	
6513	ȵɔʔ⁵⁵siʔ³¹	290	nʲ ɔ ʔ ⁵⁵ + s i ʔ ³¹	nʲ ɔ ʔ ⁵⁵ + s i - ʔ ³¹		expert	Hill2017	LingPy:SCA	
