ID	Language_name	Language_ID	Parameter_name	Parameter_ID	Value	Form	Segments	Motivation_structure	Source	Comment
5542	Rangoon	nucl1310	to drink	1401		tθɑuʔ⁴	tθ ɑ u ʔ ⁴		Huang1992,Matisoff2015	
1447	Atsi	zaiw1240	to flow	2003	jui⁵¹  | 1502.30	jui⁵¹	j u i ⁵¹	flow	Huang1992,Matisoff2015	
5544	Rangoon	nucl1310	to sleep	1585		eʔ⁴	e ʔ ⁴	sleep	Huang1992,Matisoff2015	
5545	Rangoon	nucl1310	the bird	937		ŋ̊ɛʔ⁴	ŋ̊ ɛ ʔ ⁴		Huang1992,Matisoff2015	
1450	Lashi	lash1242	to flow	2003	jaːu³¹  | 1502.33	jaːu³¹	j aː u ³¹		Huang1992,Matisoff2015	
1451	Maru	maru1249	to flow	2003	juk³¹  | 1502.31	juk³¹	j u k ³¹	flow	Huang1992,Matisoff2015	
5548	Rangoon	nucl1310	the moon	1313		lɑ⁵³	l ɑ ⁵³		Huang1992,Matisoff2015	
5549	Rangoon	nucl1310	to eat	1336		sɑ⁵⁵	s ɑ ⁵⁵		Huang1992,Matisoff2015	
5550	Rangoon	nucl1310	to kill	1417		pɔ²²	p ɔ ²²		Huang1992,Matisoff2015	bad concept
925	Bola	pela1242	to dig	1418	khøʔ³¹  | 1698.32	khøʔ³¹	kʰ ø ʔ ³¹		Huang1992,Matisoff2015	bad concept
1456	Achang_Longchuan	long1373	the flower	239	kăn⁵⁵ tam³¹  | 0377.28	kăn⁵⁵tam³¹	k ă n ⁵⁵ + t a m ³¹	flower1 flower2	Huang1992,Matisoff2015	
1458	Atsi	zaiw1240	the flower	239	pan²¹  | 0377.30	pan²¹	p a n ²¹	flower	Huang1992,Matisoff2015	
1459	Bola	pela1242	the flower	239	pɛ̃³¹ pɔ³⁵  | 0377.32	pɛ̃³¹pɔ³⁵	p ɛ̃ ∼ ³¹ + p ɔ ³⁵	flower-1 flower-2	Huang1992,Matisoff2015	
5556	Rangoon	nucl1310	the ear	1247		nɑ⁵⁵	n ɑ ⁵⁵		Huang1992,Matisoff2015	
5558	Rangoon	nucl1310	the tooth (front)	1380		tθwɑ⁵⁵	tθ w ɑ ⁵⁵		Huang1992,Matisoff2015	
1463	Maru	maru1249	the flower	239	pəŋ³⁵  | 0377.31	pəŋ³⁵	p ə ŋ ³⁵	flower	Huang1992,Matisoff2015	
5560	Rangoon	nucl1310	this	1214		(di²²)	d i ²²		Huang1992,Matisoff2015	
5561	Rangoon	nucl1310	the rope	1218		ʨo⁵⁵	tɕ o ⁵⁵		Huang1992,Matisoff2015	
5564	Rangoon	nucl1310	that	78		ho²²	h o ²²		Huang1992,Matisoff2015	bad concept
5565	Rangoon	nucl1310	that	78		tʰo²²	tʰ o ²²		Huang1992,Matisoff2015	bad concept
5567	Rangoon	nucl1310	short	1645		to²²	t o ²²		Huang1992,Matisoff2015	bad concept
1474	Lashi	lash1242	to fly (move through air)	1441	taːŋ³³  | 1318.33	taːŋ³³	t aː ŋ ³³		Huang1992,Matisoff2015	
1475	Maru	maru1249	to fly (move through air)	1441	tɔ̃³⁵  | 1318.31	tɔ̃³⁵	t ɔ̃ ∼ ³⁵	fly	Huang1992,Matisoff2015	
5572	Rangoon	nucl1310	the star	1430		ʨɛ²²	tɕ ɛ ²²		Huang1992,Matisoff2015	
5573	Rangoon	nucl1310	to steal	713		kʰo⁵⁵	kʰ o ⁵⁵		Huang1992,Matisoff2015	
5575	Rangoon	nucl1310	eight	1705		ɕiʔ⁴	ɕ i ʔ ⁴	eight	Huang1992,Matisoff2015	
5577	Rangoon	nucl1310	the child (young human)	1304		kɑ⁵³le⁵⁵	k ɑ ⁵³ + l e ⁵⁵		Huang1992,Matisoff2015	
1483	Achang_Longchuan	long1373	the fog	249	mau³¹ tum⁵⁵  | 0016.28	mau³¹tum⁵⁵	m a u ³¹ + t u m ⁵⁵	sky fog	Huang1992,Matisoff2015	
5581	Rangoon	nucl1310	the horn (keratinized skin)	1393		ʨʰo²²	tɕʰ o ²²		Huang1992,Matisoff2015	
5582	Rangoon	nucl1310	the horn (keratinized skin)	1393		ʥo²²	dʑ o ²²		Huang1992,Matisoff2015	
5583	Rangoon	nucl1310	the root	670		ɑ⁵³mjiʔ⁴	ɑ ⁵³ + m j i ʔ ⁴		Huang1992,Matisoff2015	
1489	Lashi	lash1242	the fog	249	sa̱i³³ wan³¹  | 0016.33	sa̱i³³wan³¹	s a̰ i ³³ + w a n ³¹		Huang1992,Matisoff2015	
1490	Maru	maru1249	the fog	249	tʃam³¹ thɔi³⁵  | 0016.31	tʃam³¹thɔi³⁵	tʃ a m ³¹ + tʰ ɔ i ³⁵	cloudfog1 cloudfog2	Huang1992,Matisoff2015	
1491	Xiandao	xian1249	the fog	249	çaŋ⁵⁵ cin³¹  | 0016.29	çaŋ⁵⁵cin³¹	ç a ŋ ⁵⁵ + c i n ³¹	fog-cloud-1 fog-cloud-2	Huang1992,Matisoff2015	
5588	Rangoon	nucl1310	the tongue	1205		ɕɑ²²	ɕ ɑ ²²		Huang1992,Matisoff2015	
5593	Rangoon	nucl1310	to hide (conceal)	602		pʰwɛʔ⁴	pʰ w ɛ ʔ ⁴		Huang1992,Matisoff2015	bad concept
5597	Rangoon	nucl1310	the blood	946		tθwe⁵⁵	tθ w e ⁵⁵		Huang1992,Matisoff2015	
5600	Rangoon	nucl1310	the breast (female)	1402		no⁵³õ²²	n o ⁵³ + õ ∼ ²²		Huang1992,Matisoff2015	
5602	Rangoon	nucl1310	the stone (a piece of)	857		u²²tɑ̃i²²	u ²² + t ɑ̃ i ∼ ²²		Huang1992,Matisoff2015	
5603	Rangoon	nucl1310	the stone (a piece of)	857		ɑ⁵³si⁵³	ɑ ⁵³ + s i ⁵³		Huang1992,Matisoff2015	
5604	Rangoon	nucl1310	the frog	503		pʰa⁵⁵	pʰ a ⁵⁵		Huang1992,Matisoff2015	
5605	Rangoon	nucl1310	left	244		wɛ⁵⁵	w ɛ ⁵⁵		Huang1992,Matisoff2015	
5606	Rangoon	nucl1310	left	244		bɛ²²	b ɛ ²²		Huang1992,Matisoff2015	
5607	Rangoon	nucl1310	the feather	1201		ŋ̊ɛʔ⁴mwe⁵⁵	ŋ̊ ɛ ʔ ⁴ + m w e ⁵⁵		Huang1992,Matisoff2015	
5608	Rangoon	nucl1310	the sky	1732		mo⁵⁵	m o ⁵⁵		Huang1992,Matisoff2015	
1513	Bola	pela1242	the forest	420	sak⁵⁵ ja⁵⁵  | 0050.32	sak⁵⁵ja⁵⁵	s a k ⁵⁵ + j a ⁵⁵	tree hundred	Huang1992,Matisoff2015	
5610	Rangoon	nucl1310	the liver	1224		ɑ⁵³tθɛ⁵⁵	ɑ ⁵³ + tθ ɛ ⁵⁵		Huang1992,Matisoff2015	
1515	Maru	maru1249	the forest	420	sa̱k⁵⁵ jɔ³¹  | 0050.31	sa̱k⁵⁵jɔ³¹	s a̰ k ⁵⁵ + j ɔ ³¹	tree hundred	Huang1992,Matisoff2015	
5612	Rangoon	nucl1310	long	1203		ɕe²²	ɕ e ²²		Huang1992,Matisoff2015	
5613	Rangoon	nucl1310	the mountain	639		tɑ̃u²²	t ɑ̃ u ∼ ²²		Huang1992,Matisoff2015	
5614	Rangoon	nucl1310	green	1425		sẽ⁵⁵	s ẽ ∼ ⁵⁵	green	Huang1992,Matisoff2015	
6188	Maru	maru1249	round	1395	laŋ⁵⁵	laŋ⁵⁵	l a ŋ ⁵⁵	round	Huang1992,Matisoff2015	
5618	Rangoon	nucl1310	six	1703		ʨʰɑuʔ⁴	tɕʰ ɑ u ʔ ⁴		Huang1992,Matisoff2015	
5619	Rangoon	nucl1310	the earth (soil)	1228		mje²²	m j e ²²		Huang1992,Matisoff2015	
5620	Rangoon	nucl1310	one	1493		tiʔ⁴	t i ʔ ⁴		Huang1992,Matisoff2015	
5623	Rangoon	nucl1310	near	1942		ni⁵⁵	n i ⁵⁵		Huang1992,Matisoff2015	bad concept
5625	Rangoon	nucl1310	to come	1446		lɑ²²	l ɑ ²²		Huang1992,Matisoff2015	
5626	Rangoon	nucl1310	to float	1574		pɔ²²	p ɔ ²²		Huang1992,Matisoff2015	
1531	Achang_Longchuan	long1373	four	1500	mi³¹  | 0800.28	mi³¹	m i ³¹	four	Huang1992,Matisoff2015	
1533	Atsi	zaiw1240	four	1500	mji²¹  | 0800.30	mji²¹	m j i ²¹	four	Huang1992,Matisoff2015	
5630	Rangoon	nucl1310	cold (of temperature)	1287		ʨʰɑ̃⁵⁵	tɕʰ ɑ̃ ∼ ⁵⁵	cold1	Huang1992,Matisoff2015	bad concept
5633	Rangoon	nucl1310	the year	1226		n̥iʔ⁴	n̥ i ʔ ⁴	year	Huang1992,Matisoff2015	
5634	Rangoon	nucl1310	to sing	1261		sho²²	sʰ o ²²		Huang1992,Matisoff2015	
1539	Xiandao	xian1249	four	1500	mi⁵⁵  | 0800.29	mi⁵⁵	m i ⁵⁵	four	Huang1992,Matisoff2015	
5636	Rangoon	nucl1310	to scratch	1436		ɑ⁵³jɑ⁵⁵pʰjɑuʔ⁴	ɑ ⁵³ + j ɑ ⁵⁵ + pʰ j ɑ u ʔ ⁴		Huang1992,Matisoff2015	bad concept
5638	Rangoon	nucl1310	the road	667		lɑ̃⁵⁵	l ɑ̃ ∼ ⁵⁵		Huang1992,Matisoff2015	
5639	Rangoon	nucl1310	the body hair (hair or fur)	189		ɑ⁵³mwe⁵⁵	ɑ ⁵³ + m w e ⁵⁵		Huang1992,Matisoff2015	
5640	Rangoon	nucl1310	two	1498		n̥	n̥		Huang1992,Matisoff2015	
5642	Rangoon	nucl1310	to lick	319		jɛʔ⁴	j ɛ ʔ ⁴		Huang1992,Matisoff2015	
5645	Rangoon	nucl1310	nine	1483		ko⁵⁵	k o ⁵⁵		Huang1992,Matisoff2015	
5650	Rangoon	nucl1310	cold (of temperature)	1287		e⁵⁵	e ⁵⁵	cold2	Huang1992,Matisoff2015	bad concept
1555	Achang_Longchuan	long1373	the frog	503	phɔ³¹  | 0349.28	phɔ³¹	pʰ ɔ ³¹	frog	Huang1992,Matisoff2015	
5652	Rangoon	nucl1310	the belly	1251		bɑiʔ⁴	b ɑ i ʔ ⁴		Huang1992,Matisoff2015	
5653	Rangoon	nucl1310	the salt	1274		shɑ⁵⁵	sʰ ɑ ⁵⁵		Huang1992,Matisoff2015	
1558	Bola	pela1242	the frog	503	pa̱³⁵  | 0349.32	pa̱³⁵	p a̰ ³⁵	frog	Huang1992,Matisoff2015	
5656	Rangoon	nucl1310	all	98		m̥ɑ̃²²tθɑ⁵³m̥jɑ⁵³	m̥ ɑ̃ ∼ ²² + tθ ɑ ⁵³ + m̥ j ɑ ⁵³	all1 all2 all3	Huang1992,Matisoff2015	bad concept
1561	Lashi	lash1242	the frog	503	pɑ̱⁵⁵  | 0349.33	pɑ̱⁵⁵	p ɑ̰ ⁵⁵	frog	Huang1992,Matisoff2015	
1562	Maru	maru1249	the frog	503	pɔ̱³⁵  | 0349.31	pɔ̱³⁵	p ɔ̰ ³⁵	frog	Huang1992,Matisoff2015	
1563	Xiandao	xian1249	the frog	503	phă³¹ cak³⁵  | 0349.29	phă³¹cak³⁵	pʰ ă ³¹ + c a k ³⁵		Huang1992,Matisoff2015	
5660	Rangoon	nucl1310	soft	1856		pjɔ⁵³	p j ɔ ⁵³		Huang1992,Matisoff2015	
5662	Rangoon	nucl1310	the house	1252		ẽ²²	ẽ ∼ ²²		Huang1992,Matisoff2015	
5664	Rangoon	nucl1310	heavy	1210		le⁵⁵	l e ⁵⁵	heavy	Huang1992,Matisoff2015	
5665	Rangoon	nucl1310	the heart	1223		hnɑ⁵³lõ⁵⁵	n̥ ɑ ⁵³ + l õ ∼ ⁵⁵		Huang1992,Matisoff2015	
1571	Atsi	zaiw1240	the fruit	1507	ʃi²¹  | 0378.30	ʃi²¹	ʃ i ²¹	fruit	Huang1992,Matisoff2015	
1572	Bola	pela1242	the fruit	1507	ʃɿ³⁵  | 0378.32	ʃɿ³⁵	ʃ ɿ ³⁵	fruit	Huang1992,Matisoff2015	
5669	Rangoon	nucl1310	the snow	784		shi⁵⁵n̥ĩ⁵⁵	sʰ i ⁵⁵ + n̥ ĩ ∼ ⁵⁵		Huang1992,Matisoff2015	
1575	Lashi	lash1242	the fruit	1507	ʃɿ⁵⁵  | 0378.33	ʃɿ⁵⁵	ʃ ɿ ⁵⁵	fruit	Huang1992,Matisoff2015	
1576	Maru	maru1249	the fruit	1507	ʃi³⁵  | 0378.31	ʃi³⁵	ʃ i ³⁵	fruit	Huang1992,Matisoff2015	
1577	Xiandao	xian1249	the fruit	1507	ʂɿ³¹  | 0378.29	ʂɿ³¹	ʂ ɿ ³¹	fruit	Huang1992,Matisoff2015	
5674	Rangoon	nucl1310	the rice plant	2026		shɑ̃²²	sʰ ɑ̃ ∼ ²²		Huang1992,Matisoff2015	
1581	Achang_Longchuan	long1373	full	1429	pʐəŋ³⁵  | 0984.28	pʐəŋ³⁵	p ʐ ə ŋ ³⁵	full	Huang1992,Matisoff2015	
3311	Atsi	zaiw1240	the rice plant	2026	tʃhin⁵¹  | 0439.30	tʃhin⁵¹	tʃʰ i n ⁵¹	rice-plant	Huang1992,Matisoff2015	
1584	Atsi	zaiw1240	full	1429	pjiŋ⁵⁵  | 0984.30	pjiŋ⁵⁵	p j i ŋ ⁵⁵	full	Huang1992,Matisoff2015	
1586	Bola	pela1242	full	1429	pjaŋ³⁵  | 0984.32	pjaŋ³⁵	p j a ŋ ³⁵	full	Huang1992,Matisoff2015	
5683	Rangoon	nucl1310	to shoot (an arrow)	1172		piʔ⁴	p i ʔ ⁴		Huang1992,Matisoff2015	
1589	Lashi	lash1242	full	1429	pjəːŋ⁵⁵  | 0984.33	pjəːŋ⁵⁵	p j əː ŋ ⁵⁵	full	Huang1992,Matisoff2015	
1590	Maru	maru1249	full	1429	pjaŋ⁵⁵  | 0984.31	pjaŋ⁵⁵	p j a ŋ ⁵⁵	full	Huang1992,Matisoff2015	
1592	Xiandao	xian1249	full	1429	pɯŋ³⁵  | 0984.29	pɯŋ³⁵	p ɯ ŋ ³⁵	full	Huang1992,Matisoff2015	
1604	Achang_Longchuan	long1373	to give	1447	tsi³¹  | 1345.28	tsi³¹	ts i ³¹	give	Huang1992,Matisoff2015	
1605	Atsi	zaiw1240	to give	1447	pji²¹  | 1345.30	pji²¹	p j i ²¹	give	Huang1992,Matisoff2015	
1606	Bola	pela1242	to give	1447	pi³¹  | 1345.32	pi³¹	p i ³¹	give	Huang1992,Matisoff2015	
1608	Lashi	lash1242	to give	1447	pjeːi³³  | 1345.33	pjeːi³³	p j eː i ³³	give	Huang1992,Matisoff2015	
1609	Maru	maru1249	to give	1447	pjik⁵⁵  | 1345.31	pjik⁵⁵	p j i k ⁵⁵	give	Huang1992,Matisoff2015	
1610	Xiandao	xian1249	to give	1447	tsi³¹  | 1345.29	tsi³¹	ts i ³¹	give	Huang1992,Matisoff2015	
4365	Maru	maru1249	thick	1244	thau³¹  | 0980.31	thau³¹	tʰ a u ³¹		Huang1992,Matisoff2015	
2236	Lashi	lash1242	the lake	624	nɔ̱ŋ⁵⁵  | 0031.33	nɔ̱ŋ⁵⁵	n ɔ̰ ŋ ⁵⁵		Huang1992,Matisoff2015	
955	Achang_Longchuan	long1373	the dog	2009	xui³¹  | 0289.28	xui³¹	x u i ³¹	dog	Huang1992,Matisoff2015	
2237	Maru	maru1249	the lake	624	nɔ̱ŋ⁵⁵  | 0031.31	nɔ̱ŋ⁵⁵	n ɔ̰ ŋ ⁵⁵		Huang1992,Matisoff2015	
958	Bola	pela1242	the dog	2009	khui³⁵  | 0289.32 | cf. 0765.32	khui³⁵	kʰ u i ³⁵	dog	Huang1992,Matisoff2015	
1655	Atsi	zaiw1240	good	1035	ke⁵¹  | 1052.30	ke⁵¹	k e ⁵¹	good	Huang1992,Matisoff2015	
1656	Bola	pela1242	good	1035	kai⁵⁵  | 1052.32	kai⁵⁵	k a i ⁵⁵	good	Huang1992,Matisoff2015	
1659	Lashi	lash1242	good	1035	kɛː³¹  | 1052.33	kɛː³¹	k ɛː ³¹	good	Huang1992,Matisoff2015	
1660	Maru	maru1249	good	1035	kai³¹  | 1052.31	kai³¹	k a i ³¹	good	Huang1992,Matisoff2015	
1661	Xiandao	xian1249	good	1035	cɛ⁵⁵  | 1052.29	cɛ⁵⁵	ɕ ɛ ⁵⁵	good	Huang1992,Matisoff2015	
1667	Achang_Longchuan	long1373	the grass	606	sa⁵⁵  | 0436.28	sa⁵⁵	s a ⁵⁵	grass	Huang1992,Matisoff2015	
5511	Rangoon	nucl1310	the branch	1531		ɑ⁵³kɑ̃i⁵⁵ɑ⁵³kʰɛʔ⁴	ɑ ⁵³ + k ɑ̃ i ∼ ⁵⁵ + ɑ ⁵³ + kʰ ɛ ʔ ⁴		Huang1992,Matisoff2015	
1669	Atsi	zaiw1240	the grass	606	na̱m²¹  | 0436.30	na̱m²¹	n a̰ m ²¹	grass	Huang1992,Matisoff2015	
5057	Lashi	lash1242	the wife	1199	mji³³  | 0248.33	mji³³	m j i ³³	woman-1	Huang1992,Matisoff2015	
1674	Lashi	lash1242	the grass	606	ma̱n⁵⁵  | 0436.33	ma̱n⁵⁵	m a̰ n ⁵⁵	grass	Huang1992,Matisoff2015	
1675	Maru	maru1249	the grass	606	ma̱ŋ³⁵  | 0436.31	ma̱ŋ³⁵	m a̰ ŋ ³⁵	grass	Huang1992,Matisoff2015	
962	Maru	maru1249	the dog	2009	lə̆³¹ kha³⁵  | 0289.31 | cf. 0765.31	lə̆³¹kha³⁵	l ə̆ ³¹ + kʰ a ³⁵	dog1 dog2	Huang1992,Matisoff2015	
1684	Achang_Longchuan	long1373	green	1425	ȵau⁵⁵  | 1009.28	ȵau⁵⁵	nʲ a u ⁵⁵	green	Huang1992,Matisoff2015	
1686	Atsi	zaiw1240	green	1425	ŋjui⁵¹  | 1009.30	ŋjui⁵¹	ŋ j u i ⁵¹	blue-green	Huang1992,Matisoff2015	
1687	Bola	pela1242	green	1425	ŋjuŋ⁵⁵  | 1009.32	ŋjuŋ⁵⁵	ŋ j u ŋ ⁵⁵	blue-green	Huang1992,Matisoff2015	
5060	Xiandao	xian1249	the wife	1199	ni⁵⁵ mɔ³¹  | 0248.29	ni⁵⁵mɔ³¹	n i ⁵⁵ + m ɔ ³¹	woman mo-suffix	Huang1992,Matisoff2015	
1690	Lashi	lash1242	green	1425	ŋjaːu³¹  | 1009.33	ŋjaːu³¹	ŋ j aː u ³¹	green	Huang1992,Matisoff2015	
1691	Maru	maru1249	green	1425	ŋjuk³¹  | 1009.31	ŋjuk³¹	ŋ j u k ³¹	blue-green	Huang1992,Matisoff2015	
1692	Xiandao	xian1249	green	1425	ɲau⁵⁵  | 1009.29	ɲau⁵⁵	ɲ a u ⁵⁵	blue-green	Huang1992,Matisoff2015	
6527	Lashi	lash1242	the thigh	800	ta̱ŋ⁵⁵pou⁵⁵	ta̱ŋ⁵⁵pou⁵⁵	t a̰ ŋ ⁵⁵ + p o u ⁵⁵	thigh1 thigh2	Huang1992,Matisoff2015	
1714	Achang_Longchuan	long1373	the hair (of the head)	1040	u³¹ mui³¹  | 0075.28	u³¹mui³¹	u ³¹ + m u i ³¹	head hair	Huang1992,Matisoff2015	
3699	Achang_Longchuan	long1373	short	1645	ʑɔŋ³¹  | 0973.28	ʑɔŋ³¹	ʑ ɔ ŋ ³¹	short	Huang1992,Matisoff2015	bad concept
1717	Atsi	zaiw1240	the hair (of the head)	1040	u²¹ tsham⁵¹  | 0075.30	u²¹tsham⁵¹	u ²¹ + tsʰ a m ⁵¹	head head-hair	Huang1992,Matisoff2015	
1718	Bola	pela1242	the hair (of the head)	1040	tshɛ̃⁵⁵  | 0075.32	tshɛ̃⁵⁵	tsʰ ɛ̃ ∼ ⁵⁵	head-hair	Huang1992,Matisoff2015	
1720	Lashi	lash1242	the hair (of the head)	1040	tsham³³  | 0075.33	tsham³³	tsʰ a m ³³	head-hair	Huang1992,Matisoff2015	
1722	Maru	maru1249	the hair (of the head)	1040	tshɛ̃³¹  | 0075.31	tshɛ̃³¹	tsʰ ɛ̃ ∼ ³¹	hair	Huang1992,Matisoff2015	
1724	Xiandao	xian1249	the hair (of the head)	1040	u³¹  | 0075.29	u³¹	u ³¹	egg-head	Huang1992,Matisoff2015	I suspect something is wrong or missing here
1726	Achang_Longchuan	long1373	the body hair (hair or fur)	189	a³¹ mui³¹  | 0266.28	a³¹mui³¹	a ³¹ + m u i ³¹	a-prefix hair	Huang1992,Matisoff2015	
1653	Achang_Longchuan	long1373	good	1035	tɕi⁵⁵  | 1052.28	tɕi⁵⁵	tɕ i ⁵⁵	good	Huang1992,Matisoff2015	
1728	Atsi	zaiw1240	the body hair (hair or fur)	189	ʃŏ²¹ mau⁵⁵  | 0266.30	ʃŏ²¹mau⁵⁵	ʃ ŏ ²¹ + m a u ⁵⁵	meat hair	Huang1992,Matisoff2015	
1730	Bola	pela1242	the body hair (hair or fur)	189	ʃă³⁵ mau³⁵  | 0266.32	ʃă³⁵mau³⁵	ʃ ă ³⁵ + m a u ³⁵	meat hair	Huang1992,Matisoff2015	
1734	Lashi	lash1242	the body hair (hair or fur)	189	ʃŏ⁵⁵ mou⁵⁵  | 0266.33	ʃŏ⁵⁵mou⁵⁵	ʃ ŏ ⁵⁵ + m o u ⁵⁵	meat hair	Huang1992,Matisoff2015	
1735	Maru	maru1249	the body hair (hair or fur)	189	ʃɔ̆³⁵ muk⁵⁵  | 0266.31	ʃɔ̆³⁵muk⁵⁵	ʃ ɔ̆ ³⁵ + m u k ⁵⁵	meat hair	Huang1992,Matisoff2015	
1737	Xiandao	xian1249	the body hair (hair or fur)	189	mui³¹  | 0266.29	mui³¹	m u i ³¹	hair	Huang1992,Matisoff2015	
5658	Rangoon	nucl1310	the seed	714		mjo⁵⁵si⁵³	m j o ⁵⁵ + s i ⁵³		Huang1992,Matisoff2015	
1746	Bola	pela1242	the hand	1277	laʔ³¹  | 0107.32	laʔ³¹	l a ʔ ³¹	hand	Huang1992,Matisoff2015	
1752	Maru	maru1249	the hand	1277	lɔʔ³¹  | 0107.31	lɔʔ³¹	l ɔ ʔ ³¹	hand	Huang1992,Matisoff2015	
1754	Xiandao	xian1249	the hand	1277	lɔʔ⁵⁵ n̥au³¹  | 0107.29	lɔʔ⁵⁵n̥au³¹	l ɔ ʔ ⁵⁵ + n̥ a u ³¹	hand hand-2	Huang1992,Matisoff2015	
7513	Old_Burmese	oldb1235	to shoot (an arrow)	1172		pac	p a ts		Okell1971,Luce1985,Nishi1999	
3025	Achang_Longchuan	long1373	the pig	1337	oʔ⁵⁵  | 0284.28	oʔ⁵⁵	o ʔ ⁵⁵	pig	Huang1992,Matisoff2015	
1773	Achang_Longchuan	long1373	the head	1256	ni³¹ kuaŋ³¹  | 0074.28	ni³¹kuaŋ³¹	n i ³¹ + k u a ŋ ³¹	head1 head2	Huang1992,Matisoff2015	
1776	Atsi	zaiw1240	the head	1256	u²¹ lu̱m²¹  | 0074.30	u²¹lu̱m²¹	u ²¹ + l ṵ m ²¹	head round	Huang1992,Matisoff2015	
1778	Bola	pela1242	the head	1256	u̱³⁵ lam³¹  | 0074.32	u̱³⁵lam³¹	ṵ ³⁵ + l a m ³¹	egg round-1	Huang1992,Matisoff2015	
7123	Old_Burmese	oldb1235	five	493		ṅāḥ	ŋ a ⁵⁵	five	Okell1971,Luce1985,Nishi1999	
1782	Lashi	lash1242	the head	1256	wo̱⁵⁵ lɔ̱m⁵³  | 0074.33	wo̱⁵⁵lɔ̱m⁵³	w o̰ ⁵⁵ + l ɔ̰ m ⁵³		Huang1992,Matisoff2015	
6441	Bola	pela1242	outside	762	və̆³¹kauŋ³¹	və̆³¹kauŋ³¹	v ə̆ ³¹ + k a u ŋ ³¹	out middle	Huang1992,Matisoff2015	
1784	Maru	maru1249	the head	1256	au³⁵ lam³⁵  | 0074.31	au³⁵lam³⁵	a u ³⁵ + l a m ³⁵	head round	Huang1992,Matisoff2015	
1787	Xiandao	xian1249	the head	1256	u³¹ kɔŋ³¹  | 0074.29	u³¹kɔŋ³¹	u ³¹ + k ɔ ŋ ³¹	egg-head round-thing	Huang1992,Matisoff2015	
981	Atsi	zaiw1240	the dream	2374	ju̱p⁵⁵ moʔ²¹  | 0699.30	ju̱p⁵⁵moʔ²¹	j ṵ p ⁵⁵ + m o ʔ ²¹	sleep dream	Huang1992,Matisoff2015	
3031	Lashi	lash1242	the pig	1337	vuʔ³¹  | 0284.33	vuʔ³¹	v u ʔ ³¹	pig	Huang1992,Matisoff2015	
1805	Achang_Longchuan	long1373	to hear	1408	kʐua³¹  | 1682.28	kʐua³¹	k ʐ u a ³¹	hear	Huang1992,Matisoff2015	
1806	Atsi	zaiw1240	to hear	1408	vo⁵⁵ kjo²¹  | 1682.30	vo⁵⁵kjo²¹	v o ⁵⁵ + k j o ²¹	have hear	Huang1992,Matisoff2015	
2349	Lashi	lash1242	to lick	319	jɔːʔ³¹  | 1674.33	jɔːʔ³¹	j ɔː ʔ ³¹	lick	Huang1992,Matisoff2015	
1810	Lashi	lash1242	to hear	1408	jɔː⁵⁵ kjɔː³³  | 1682.33	jɔː⁵⁵kjɔː³³	j ɔː ⁵⁵ + k j ɔː ³³	hear listen	Huang1992,Matisoff2015	
1812	Maru	maru1249	to hear	1408	ɣɔ⁵⁵ kjɔ³⁵  | 1682.31	ɣɔ⁵⁵kjɔ³⁵	ɣ ɔ ⁵⁵ + k j ɔ ³⁵	hear listen	Huang1992,Matisoff2015	
1815	Xiandao	xian1249	to hear	1408	kʐɔ³¹  | 1682.29	kʐɔ³¹	k ʐ ɔ ³¹	hear	Huang1992,Matisoff2015	
1819	Achang_Longchuan	long1373	the heart	1223	ȵ̥a⁵⁵ lum³¹  | 0144.28	ȵ̥a⁵⁵lum³¹	n̥ʲ a ⁵⁵ + l u m ³¹	heart round	Huang1992,Matisoff2015	
1822	Atsi	zaiw1240	the heart	1223	ni̱k⁵⁵ lu̱m²¹  | 0144.30	ni̱k⁵⁵lu̱m²¹	n ḭ k ⁵⁵ + l ṵ m ²¹	heart round	Huang1992,Matisoff2015	
1825	Bola	pela1242	the heart	1223	na̱k⁵⁵ lam³¹  | 0144.32	na̱k⁵⁵lam³¹	n a̰ k ⁵⁵ + l a m ³¹	heart round-1	Huang1992,Matisoff2015	
1830	Lashi	lash1242	the heart	1223	nə̱k⁵⁵ lɔm³³  | 0144.33	nə̱k⁵⁵lɔm³³	n ə̰ k ⁵⁵ + l ɔ m ³³	heart round	Huang1992,Matisoff2015	
1833	Maru	maru1249	the heart	1223	na̱k⁵⁵ lam³⁵  | 0144.31	na̱k⁵⁵lam³⁵	n a̰ k ⁵⁵ + l a m ³⁵	heart round	Huang1992,Matisoff2015	
1671	Bola	pela1242	the grass	606	mɛ̱̃³⁵  | 0436.32	mɛ̱̃³⁵	m ɛ̰̃ ∼ ³⁵	grass	Huang1992,Matisoff2015	
1836	Xiandao	xian1249	the heart	1223	n̥ɔʔ³¹ lum³¹  | 0144.29	n̥ɔʔ³¹lum³¹	n̥ ɔ ʔ ³¹ + l u m ³¹	heart round	Huang1992,Matisoff2015	
1841	Achang_Longchuan	long1373	heavy	1210	li³¹  | 1014.28	li³¹	l i ³¹	heavy	Huang1992,Matisoff2015	
1843	Atsi	zaiw1240	heavy	1210	lai²¹  | 1014.30	lai²¹	l a i ²¹	heavy	Huang1992,Matisoff2015	
1844	Bola	pela1242	heavy	1210	li³¹  | 1014.32	li³¹	l i ³¹	heavy	Huang1992,Matisoff2015	
1847	Lashi	lash1242	heavy	1210	laːi³³  | 1014.33	laːi³³	l aː i ³³	heavy	Huang1992,Matisoff2015	
